time,direction,accel,label,recording_id
0.556,m_x,0.2,Alohomora,9_aiknf
0.606,m_x,1.88,Alohomora,9_aiknf
0.658,m_x,4.4,Alohomora,9_aiknf
0.709,m_x,5.88,Alohomora,9_aiknf
0.759,m_x,5.79,Alohomora,9_aiknf
0.809,m_x,3.66,Alohomora,9_aiknf
0.859,m_x,2.25,Alohomora,9_aiknf
0.909,m_x,-0.7,Alohomora,9_aiknf
0.96,m_x,-2.12,Alohomora,9_aiknf
1.011,m_x,-3.36,Alohomora,9_aiknf
1.061,m_x,-5.4,Alohomora,9_aiknf
1.112,m_x,-5.35,Alohomora,9_aiknf
1.162,m_x,-4.44,Alohomora,9_aiknf
1.213,m_x,-3.54,Alohomora,9_aiknf
1.265,m_x,-2.81,Alohomora,9_aiknf
1.316,m_x,-1.71,Alohomora,9_aiknf
1.366,m_x,-0.22,Alohomora,9_aiknf
1.416,m_x,0.41,Alohomora,9_aiknf
1.467,m_x,1.39,Alohomora,9_aiknf
1.517,m_x,1.06,Alohomora,9_aiknf
1.569,m_x,0.79,Alohomora,9_aiknf
1.619,m_x,0.93,Alohomora,9_aiknf
1.669,m_x,1.79,Alohomora,9_aiknf
1.719,m_x,0.84,Alohomora,9_aiknf
1.769,m_x,0.29,Alohomora,9_aiknf
1.821,m_x,0.13,Alohomora,9_aiknf
1.871,m_x,-0.18,Alohomora,9_aiknf
1.921,m_x,0.02,Alohomora,9_aiknf
1.972,m_x,-0.18,Alohomora,9_aiknf
2.023,m_x,0.13,Alohomora,9_aiknf
2.074,m_x,-0.06,Alohomora,9_aiknf
2.124,m_x,-0.08,Alohomora,9_aiknf
2.174,m_x,-0.21,Alohomora,9_aiknf
2.225,m_x,-0.34,Alohomora,9_aiknf
2.276,m_x,0.04,Alohomora,9_aiknf
2.326,m_x,0.01,Alohomora,9_aiknf
2.377,m_x,0.13,Alohomora,9_aiknf
2.428,m_x,-0.08,Alohomora,9_aiknf
2.479,m_x,-0.07,Alohomora,9_aiknf
2.53,m_x,-0.07,Alohomora,9_aiknf
2.581,m_x,0.01,Alohomora,9_aiknf
2.631,m_x,-0.01,Alohomora,9_aiknf
2.682,m_x,0.01,Alohomora,9_aiknf
2.732,m_x,0.01,Alohomora,9_aiknf
2.783,m_x,-0.03,Alohomora,9_aiknf
2.835,m_x,-0.12,Alohomora,9_aiknf
2.885,m_x,-0.03,Alohomora,9_aiknf
2.936,m_x,-0.01,Alohomora,9_aiknf
2.988,m_x,0.04,Alohomora,9_aiknf
3.039,m_x,0.04,Alohomora,9_aiknf
0.051,m_y,0.2,Alohomora,9_aiknf
0.103,m_y,0.1,Alohomora,9_aiknf
0.153,m_y,0.14,Alohomora,9_aiknf
0.203,m_y,0.23,Alohomora,9_aiknf
0.253,m_y,0.18,Alohomora,9_aiknf
0.304,m_y,0.09,Alohomora,9_aiknf
0.355,m_y,-0.01,Alohomora,9_aiknf
0.405,m_y,0.09,Alohomora,9_aiknf
0.455,m_y,0.38,Alohomora,9_aiknf
0.506,m_y,1.38,Alohomora,9_aiknf
0.556,m_y,2.81,Alohomora,9_aiknf
0.606,m_y,3.41,Alohomora,9_aiknf
0.658,m_y,3.74,Alohomora,9_aiknf
0.709,m_y,3.47,Alohomora,9_aiknf
0.759,m_y,3.06,Alohomora,9_aiknf
0.809,m_y,1.92,Alohomora,9_aiknf
0.859,m_y,1.83,Alohomora,9_aiknf
0.909,m_y,1.79,Alohomora,9_aiknf
0.96,m_y,1.07,Alohomora,9_aiknf
1.011,m_y,1.11,Alohomora,9_aiknf
1.061,m_y,0.95,Alohomora,9_aiknf
1.112,m_y,1.51,Alohomora,9_aiknf
1.162,m_y,2.21,Alohomora,9_aiknf
1.213,m_y,2.33,Alohomora,9_aiknf
1.265,m_y,2.37,Alohomora,9_aiknf
1.316,m_y,2.64,Alohomora,9_aiknf
1.366,m_y,3.35,Alohomora,9_aiknf
1.416,m_y,3.75,Alohomora,9_aiknf
1.467,m_y,4.59,Alohomora,9_aiknf
1.517,m_y,4.94,Alohomora,9_aiknf
1.569,m_y,5.56,Alohomora,9_aiknf
1.619,m_y,4.95,Alohomora,9_aiknf
1.669,m_y,7.52,Alohomora,9_aiknf
1.719,m_y,5.18,Alohomora,9_aiknf
1.769,m_y,-1.24,Alohomora,9_aiknf
1.821,m_y,-0.26,Alohomora,9_aiknf
1.871,m_y,-0.94,Alohomora,9_aiknf
1.921,m_y,0.5,Alohomora,9_aiknf
1.972,m_y,0.52,Alohomora,9_aiknf
2.023,m_y,0.67,Alohomora,9_aiknf
2.074,m_y,0.66,Alohomora,9_aiknf
2.124,m_y,-0.07,Alohomora,9_aiknf
2.174,m_y,-0.14,Alohomora,9_aiknf
2.225,m_y,-0.19,Alohomora,9_aiknf
2.276,m_y,-0.18,Alohomora,9_aiknf
2.326,m_y,0,Alohomora,9_aiknf
2.377,m_y,0.1,Alohomora,9_aiknf
2.428,m_y,0.29,Alohomora,9_aiknf
2.479,m_y,0.29,Alohomora,9_aiknf
2.53,m_y,0.23,Alohomora,9_aiknf
2.581,m_y,0.12,Alohomora,9_aiknf
2.631,m_y,0.21,Alohomora,9_aiknf
2.682,m_y,0.06,Alohomora,9_aiknf
2.732,m_y,0.02,Alohomora,9_aiknf
2.783,m_y,-0.02,Alohomora,9_aiknf
2.835,m_y,0.15,Alohomora,9_aiknf
2.885,m_y,-0.03,Alohomora,9_aiknf
2.936,m_y,0.12,Alohomora,9_aiknf
2.988,m_y,0.06,Alohomora,9_aiknf
3.039,m_y,0.24,Alohomora,9_aiknf
0.051,m_z,-0.14,Alohomora,9_aiknf
0.103,m_z,-0.27,Alohomora,9_aiknf
0.153,m_z,-0.3,Alohomora,9_aiknf
0.203,m_z,-0.3,Alohomora,9_aiknf
0.253,m_z,-0.41,Alohomora,9_aiknf
0.304,m_z,-0.4,Alohomora,9_aiknf
0.355,m_z,-0.01,Alohomora,9_aiknf
0.405,m_z,1.48,Alohomora,9_aiknf
0.455,m_z,2.66,Alohomora,9_aiknf
0.506,m_z,5.18,Alohomora,9_aiknf
0.556,m_z,6.45,Alohomora,9_aiknf
0.606,m_z,4.94,Alohomora,9_aiknf
0.658,m_z,2.16,Alohomora,9_aiknf
0.709,m_z,-3.31,Alohomora,9_aiknf
0.759,m_z,-5.18,Alohomora,9_aiknf
0.809,m_z,-6.59,Alohomora,9_aiknf
0.859,m_z,-7.42,Alohomora,9_aiknf
0.909,m_z,-6.28,Alohomora,9_aiknf
0.96,m_z,-4.53,Alohomora,9_aiknf
1.011,m_z,-4.33,Alohomora,9_aiknf
1.061,m_z,-4.24,Alohomora,9_aiknf
1.112,m_z,-3.33,Alohomora,9_aiknf
1.162,m_z,-1.48,Alohomora,9_aiknf
1.213,m_z,0.3,Alohomora,9_aiknf
1.265,m_z,1.64,Alohomora,9_aiknf
1.316,m_z,3.55,Alohomora,9_aiknf
1.366,m_z,5.31,Alohomora,9_aiknf
1.416,m_z,6.03,Alohomora,9_aiknf
1.467,m_z,6.92,Alohomora,9_aiknf
1.517,m_z,8.91,Alohomora,9_aiknf
1.569,m_z,12.2,Alohomora,9_aiknf
1.619,m_z,10.18,Alohomora,9_aiknf
1.669,m_z,-9.78,Alohomora,9_aiknf
1.719,m_z,-19.58,Alohomora,9_aiknf
1.769,m_z,-11.61,Alohomora,9_aiknf
1.821,m_z,-8.29,Alohomora,9_aiknf
1.871,m_z,-0.91,Alohomora,9_aiknf
1.921,m_z,0.98,Alohomora,9_aiknf
1.972,m_z,1.28,Alohomora,9_aiknf
2.023,m_z,0.56,Alohomora,9_aiknf
2.074,m_z,0.56,Alohomora,9_aiknf
2.124,m_z,0,Alohomora,9_aiknf
2.174,m_z,-0.03,Alohomora,9_aiknf
2.225,m_z,-0.11,Alohomora,9_aiknf
2.276,m_z,-0.12,Alohomora,9_aiknf
2.326,m_z,0.06,Alohomora,9_aiknf
2.377,m_z,-0.01,Alohomora,9_aiknf
2.428,m_z,0.11,Alohomora,9_aiknf
2.479,m_z,-0.02,Alohomora,9_aiknf
2.53,m_z,0.06,Alohomora,9_aiknf
2.581,m_z,-0.19,Alohomora,9_aiknf
2.631,m_z,-0.19,Alohomora,9_aiknf
2.682,m_z,-0.08,Alohomora,9_aiknf
2.732,m_z,0.09,Alohomora,9_aiknf
2.783,m_z,0.18,Alohomora,9_aiknf
2.835,m_z,0,Alohomora,9_aiknf
2.885,m_z,0.09,Alohomora,9_aiknf
2.936,m_z,-0.06,Alohomora,9_aiknf
2.988,m_z,-0.06,Alohomora,9_aiknf
3.039,m_z,-0.23,Alohomora,9_aiknf
0.05,m_x,-0.11,Alohomora,10_aiknf
0.101,m_x,-0.09,Alohomora,10_aiknf
0.152,m_x,-0.04,Alohomora,10_aiknf
0.203,m_x,-1.28,Alohomora,10_aiknf
0.253,m_x,-2.32,Alohomora,10_aiknf
0.304,m_x,-2.73,Alohomora,10_aiknf
0.354,m_x,-2.32,Alohomora,10_aiknf
0.404,m_x,-1.27,Alohomora,10_aiknf
0.455,m_x,0.09,Alohomora,10_aiknf
0.506,m_x,1.23,Alohomora,10_aiknf
0.556,m_x,3.14,Alohomora,10_aiknf
0.608,m_x,4.92,Alohomora,10_aiknf
0.658,m_x,5.5,Alohomora,10_aiknf
0.709,m_x,4.71,Alohomora,10_aiknf
0.76,m_x,4.05,Alohomora,10_aiknf
0.81,m_x,1.59,Alohomora,10_aiknf
0.862,m_x,0.42,Alohomora,10_aiknf
0.913,m_x,-2.18,Alohomora,10_aiknf
0.964,m_x,-3.35,Alohomora,10_aiknf
1.015,m_x,-4.75,Alohomora,10_aiknf
1.066,m_x,-4.83,Alohomora,10_aiknf
1.117,m_x,-4.36,Alohomora,10_aiknf
1.168,m_x,-3.89,Alohomora,10_aiknf
1.22,m_x,-2.67,Alohomora,10_aiknf
1.271,m_x,-1.67,Alohomora,10_aiknf
1.321,m_x,-0.58,Alohomora,10_aiknf
1.371,m_x,0.11,Alohomora,10_aiknf
1.422,m_x,0.5,Alohomora,10_aiknf
1.473,m_x,0.85,Alohomora,10_aiknf
1.524,m_x,1.91,Alohomora,10_aiknf
1.574,m_x,2.97,Alohomora,10_aiknf
1.626,m_x,1.45,Alohomora,10_aiknf
1.677,m_x,0.28,Alohomora,10_aiknf
1.727,m_x,0.29,Alohomora,10_aiknf
1.778,m_x,-0.89,Alohomora,10_aiknf
1.828,m_x,-0.67,Alohomora,10_aiknf
1.879,m_x,-0.13,Alohomora,10_aiknf
1.929,m_x,0.02,Alohomora,10_aiknf
1.981,m_x,0.11,Alohomora,10_aiknf
2.031,m_x,0.14,Alohomora,10_aiknf
2.082,m_x,-0.27,Alohomora,10_aiknf
2.132,m_x,-0.35,Alohomora,10_aiknf
2.183,m_x,-0.08,Alohomora,10_aiknf
2.234,m_x,0.07,Alohomora,10_aiknf
2.285,m_x,0.24,Alohomora,10_aiknf
2.335,m_x,0.29,Alohomora,10_aiknf
2.386,m_x,0.2,Alohomora,10_aiknf
2.436,m_x,-0.06,Alohomora,10_aiknf
2.486,m_x,-0.02,Alohomora,10_aiknf
2.536,m_x,-0.09,Alohomora,10_aiknf
2.587,m_x,0,Alohomora,10_aiknf
2.638,m_x,0.05,Alohomora,10_aiknf
2.688,m_x,0.02,Alohomora,10_aiknf
2.739,m_x,-0.01,Alohomora,10_aiknf
2.79,m_x,-0.05,Alohomora,10_aiknf
2.841,m_x,0.09,Alohomora,10_aiknf
2.891,m_x,0,Alohomora,10_aiknf
2.941,m_x,0.03,Alohomora,10_aiknf
2.991,m_x,0.16,Alohomora,10_aiknf
3.042,m_x,0.04,Alohomora,10_aiknf
0.05,m_y,-0.02,Alohomora,10_aiknf
0.101,m_y,-0.03,Alohomora,10_aiknf
0.152,m_y,-0.08,Alohomora,10_aiknf
0.203,m_y,-0.7,Alohomora,10_aiknf
0.253,m_y,-0.51,Alohomora,10_aiknf
0.304,m_y,0.4,Alohomora,10_aiknf
0.354,m_y,1.26,Alohomora,10_aiknf
0.404,m_y,2.05,Alohomora,10_aiknf
0.455,m_y,3.28,Alohomora,10_aiknf
0.506,m_y,3.78,Alohomora,10_aiknf
0.556,m_y,3.82,Alohomora,10_aiknf
0.608,m_y,3.53,Alohomora,10_aiknf
0.658,m_y,2.23,Alohomora,10_aiknf
0.709,m_y,2.38,Alohomora,10_aiknf
0.76,m_y,1.17,Alohomora,10_aiknf
0.81,m_y,1.94,Alohomora,10_aiknf
0.862,m_y,1.19,Alohomora,10_aiknf
0.913,m_y,1.88,Alohomora,10_aiknf
0.964,m_y,0.85,Alohomora,10_aiknf
1.015,m_y,0.94,Alohomora,10_aiknf
1.066,m_y,1.34,Alohomora,10_aiknf
1.117,m_y,1.7,Alohomora,10_aiknf
1.168,m_y,2.43,Alohomora,10_aiknf
1.22,m_y,3.22,Alohomora,10_aiknf
1.271,m_y,3.86,Alohomora,10_aiknf
1.321,m_y,4.5,Alohomora,10_aiknf
1.371,m_y,4.96,Alohomora,10_aiknf
1.422,m_y,5.16,Alohomora,10_aiknf
1.473,m_y,6.66,Alohomora,10_aiknf
1.524,m_y,7.16,Alohomora,10_aiknf
1.574,m_y,7.02,Alohomora,10_aiknf
1.626,m_y,5.54,Alohomora,10_aiknf
1.677,m_y,4.52,Alohomora,10_aiknf
1.727,m_y,-0.74,Alohomora,10_aiknf
1.778,m_y,-1.31,Alohomora,10_aiknf
1.828,m_y,-0.17,Alohomora,10_aiknf
1.879,m_y,0.47,Alohomora,10_aiknf
1.929,m_y,0.62,Alohomora,10_aiknf
1.981,m_y,0.82,Alohomora,10_aiknf
2.031,m_y,0.19,Alohomora,10_aiknf
2.082,m_y,-0.04,Alohomora,10_aiknf
2.132,m_y,-0.04,Alohomora,10_aiknf
2.183,m_y,-0.08,Alohomora,10_aiknf
2.234,m_y,0.06,Alohomora,10_aiknf
2.285,m_y,0.16,Alohomora,10_aiknf
2.335,m_y,0.28,Alohomora,10_aiknf
2.386,m_y,0.37,Alohomora,10_aiknf
2.436,m_y,0.22,Alohomora,10_aiknf
2.486,m_y,0.16,Alohomora,10_aiknf
2.536,m_y,0.19,Alohomora,10_aiknf
2.587,m_y,0.18,Alohomora,10_aiknf
2.638,m_y,0.14,Alohomora,10_aiknf
2.688,m_y,0.19,Alohomora,10_aiknf
2.739,m_y,0.08,Alohomora,10_aiknf
2.79,m_y,0.17,Alohomora,10_aiknf
2.841,m_y,0.16,Alohomora,10_aiknf
2.891,m_y,0.18,Alohomora,10_aiknf
2.941,m_y,0.24,Alohomora,10_aiknf
2.991,m_y,0.11,Alohomora,10_aiknf
3.042,m_y,0.22,Alohomora,10_aiknf
0.05,m_z,-0.41,Alohomora,10_aiknf
0.101,m_z,-0.48,Alohomora,10_aiknf
0.152,m_z,-1.11,Alohomora,10_aiknf
0.203,m_z,-2.54,Alohomora,10_aiknf
0.253,m_z,-3.11,Alohomora,10_aiknf
0.304,m_z,-1.9,Alohomora,10_aiknf
0.354,m_z,2.52,Alohomora,10_aiknf
0.404,m_z,4.89,Alohomora,10_aiknf
0.455,m_z,7.32,Alohomora,10_aiknf
0.506,m_z,7.36,Alohomora,10_aiknf
0.556,m_z,6.14,Alohomora,10_aiknf
0.608,m_z,1.39,Alohomora,10_aiknf
0.658,m_z,-2.31,Alohomora,10_aiknf
0.709,m_z,-5.44,Alohomora,10_aiknf
0.76,m_z,-5.17,Alohomora,10_aiknf
0.81,m_z,-6.18,Alohomora,10_aiknf
0.862,m_z,-4.99,Alohomora,10_aiknf
0.913,m_z,-5.2,Alohomora,10_aiknf
0.964,m_z,-4.87,Alohomora,10_aiknf
1.015,m_z,-5.52,Alohomora,10_aiknf
1.066,m_z,-3.69,Alohomora,10_aiknf
1.117,m_z,-2.9,Alohomora,10_aiknf
1.168,m_z,-0.84,Alohomora,10_aiknf
1.22,m_z,1.21,Alohomora,10_aiknf
1.271,m_z,3.13,Alohomora,10_aiknf
1.321,m_z,5.81,Alohomora,10_aiknf
1.371,m_z,7.12,Alohomora,10_aiknf
1.422,m_z,8.51,Alohomora,10_aiknf
1.473,m_z,10.11,Alohomora,10_aiknf
1.524,m_z,11.7,Alohomora,10_aiknf
1.574,m_z,8.31,Alohomora,10_aiknf
1.626,m_z,-11.14,Alohomora,10_aiknf
1.677,m_z,-22.72,Alohomora,10_aiknf
1.727,m_z,-10.9,Alohomora,10_aiknf
1.778,m_z,-4.83,Alohomora,10_aiknf
1.828,m_z,0.28,Alohomora,10_aiknf
1.879,m_z,1.17,Alohomora,10_aiknf
1.929,m_z,0.87,Alohomora,10_aiknf
1.981,m_z,0.8,Alohomora,10_aiknf
2.031,m_z,0.44,Alohomora,10_aiknf
2.082,m_z,-0.4,Alohomora,10_aiknf
2.132,m_z,-0.28,Alohomora,10_aiknf
2.183,m_z,-0.16,Alohomora,10_aiknf
2.234,m_z,-0.17,Alohomora,10_aiknf
2.285,m_z,0.27,Alohomora,10_aiknf
2.335,m_z,0.13,Alohomora,10_aiknf
2.386,m_z,0,Alohomora,10_aiknf
2.436,m_z,-0.04,Alohomora,10_aiknf
2.486,m_z,-0.06,Alohomora,10_aiknf
2.536,m_z,-0.07,Alohomora,10_aiknf
2.587,m_z,-0.05,Alohomora,10_aiknf
2.638,m_z,0.03,Alohomora,10_aiknf
2.688,m_z,-0.03,Alohomora,10_aiknf
2.739,m_z,0.05,Alohomora,10_aiknf
2.79,m_z,0.06,Alohomora,10_aiknf
2.841,m_z,0.01,Alohomora,10_aiknf
2.891,m_z,0.01,Alohomora,10_aiknf
2.941,m_z,0.05,Alohomora,10_aiknf
2.991,m_z,0.04,Alohomora,10_aiknf
3.042,m_z,-0.09,Alohomora,10_aiknf
0.051,m_x,0.21,Alohomora,11_aiknf
0.103,m_x,-0.1,Alohomora,11_aiknf
0.152,m_x,0.07,Alohomora,11_aiknf
0.202,m_x,-0.05,Alohomora,11_aiknf
0.253,m_x,-0.17,Alohomora,11_aiknf
0.304,m_x,-0.65,Alohomora,11_aiknf
0.355,m_x,-1.78,Alohomora,11_aiknf
0.405,m_x,-2.76,Alohomora,11_aiknf
0.455,m_x,-2.67,Alohomora,11_aiknf
0.505,m_x,-1.26,Alohomora,11_aiknf
0.557,m_x,0.84,Alohomora,11_aiknf
0.607,m_x,4.04,Alohomora,11_aiknf
0.658,m_x,4.41,Alohomora,11_aiknf
0.709,m_x,5.18,Alohomora,11_aiknf
0.761,m_x,5.12,Alohomora,11_aiknf
0.812,m_x,3.86,Alohomora,11_aiknf
0.862,m_x,-0.88,Alohomora,11_aiknf
0.913,m_x,-1.37,Alohomora,11_aiknf
0.963,m_x,-1.31,Alohomora,11_aiknf
1.014,m_x,-5.01,Alohomora,11_aiknf
1.065,m_x,-5.68,Alohomora,11_aiknf
1.115,m_x,-5.04,Alohomora,11_aiknf
1.166,m_x,-4.28,Alohomora,11_aiknf
1.217,m_x,-3.2,Alohomora,11_aiknf
1.268,m_x,-2.01,Alohomora,11_aiknf
1.319,m_x,0.1,Alohomora,11_aiknf
1.37,m_x,0.89,Alohomora,11_aiknf
1.42,m_x,1.48,Alohomora,11_aiknf
1.47,m_x,2.22,Alohomora,11_aiknf
1.522,m_x,1.57,Alohomora,11_aiknf
1.572,m_x,1.63,Alohomora,11_aiknf
1.621,m_x,1.79,Alohomora,11_aiknf
1.673,m_x,-1.44,Alohomora,11_aiknf
1.723,m_x,0.12,Alohomora,11_aiknf
1.776,m_x,-0.2,Alohomora,11_aiknf
1.827,m_x,-0.31,Alohomora,11_aiknf
1.877,m_x,-0.03,Alohomora,11_aiknf
1.928,m_x,-0.09,Alohomora,11_aiknf
1.978,m_x,0.19,Alohomora,11_aiknf
2.028,m_x,0,Alohomora,11_aiknf
2.08,m_x,0.11,Alohomora,11_aiknf
2.131,m_x,-0.19,Alohomora,11_aiknf
2.181,m_x,0.04,Alohomora,11_aiknf
2.232,m_x,-0.09,Alohomora,11_aiknf
2.283,m_x,0.2,Alohomora,11_aiknf
2.335,m_x,0.16,Alohomora,11_aiknf
2.386,m_x,0.1,Alohomora,11_aiknf
2.437,m_x,0.02,Alohomora,11_aiknf
2.487,m_x,-0.11,Alohomora,11_aiknf
2.538,m_x,-0.16,Alohomora,11_aiknf
2.589,m_x,0.07,Alohomora,11_aiknf
2.64,m_x,-0.06,Alohomora,11_aiknf
2.692,m_x,0,Alohomora,11_aiknf
2.742,m_x,0.03,Alohomora,11_aiknf
2.793,m_x,-0.08,Alohomora,11_aiknf
2.843,m_x,0.05,Alohomora,11_aiknf
2.894,m_x,0.12,Alohomora,11_aiknf
2.946,m_x,0.04,Alohomora,11_aiknf
2.997,m_x,0.01,Alohomora,11_aiknf
3.048,m_x,0.02,Alohomora,11_aiknf
0.051,m_y,-0.01,Alohomora,11_aiknf
0.103,m_y,0.24,Alohomora,11_aiknf
0.152,m_y,0.14,Alohomora,11_aiknf
0.202,m_y,0.17,Alohomora,11_aiknf
0.253,m_y,0.1,Alohomora,11_aiknf
0.304,m_y,0.23,Alohomora,11_aiknf
0.355,m_y,0.1,Alohomora,11_aiknf
0.405,m_y,0.52,Alohomora,11_aiknf
0.455,m_y,1.11,Alohomora,11_aiknf
0.505,m_y,1.46,Alohomora,11_aiknf
0.557,m_y,2.14,Alohomora,11_aiknf
0.607,m_y,3.22,Alohomora,11_aiknf
0.658,m_y,3.03,Alohomora,11_aiknf
0.709,m_y,3.01,Alohomora,11_aiknf
0.761,m_y,1.57,Alohomora,11_aiknf
0.812,m_y,1.56,Alohomora,11_aiknf
0.862,m_y,1.64,Alohomora,11_aiknf
0.913,m_y,1.34,Alohomora,11_aiknf
0.963,m_y,0.49,Alohomora,11_aiknf
1.014,m_y,0.21,Alohomora,11_aiknf
1.065,m_y,1.18,Alohomora,11_aiknf
1.115,m_y,1.88,Alohomora,11_aiknf
1.166,m_y,2.36,Alohomora,11_aiknf
1.217,m_y,2.06,Alohomora,11_aiknf
1.268,m_y,3.06,Alohomora,11_aiknf
1.319,m_y,3.9,Alohomora,11_aiknf
1.37,m_y,4.91,Alohomora,11_aiknf
1.42,m_y,5.31,Alohomora,11_aiknf
1.47,m_y,5.75,Alohomora,11_aiknf
1.522,m_y,6.65,Alohomora,11_aiknf
1.572,m_y,6.51,Alohomora,11_aiknf
1.621,m_y,6.18,Alohomora,11_aiknf
1.673,m_y,5.94,Alohomora,11_aiknf
1.723,m_y,-1.26,Alohomora,11_aiknf
1.776,m_y,-0.99,Alohomora,11_aiknf
1.827,m_y,-0.57,Alohomora,11_aiknf
1.877,m_y,0.44,Alohomora,11_aiknf
1.928,m_y,0.46,Alohomora,11_aiknf
1.978,m_y,0.81,Alohomora,11_aiknf
2.028,m_y,0.4,Alohomora,11_aiknf
2.08,m_y,-0.01,Alohomora,11_aiknf
2.131,m_y,-0.05,Alohomora,11_aiknf
2.181,m_y,-0.35,Alohomora,11_aiknf
2.232,m_y,-0.09,Alohomora,11_aiknf
2.283,m_y,0.04,Alohomora,11_aiknf
2.335,m_y,0.46,Alohomora,11_aiknf
2.386,m_y,0.34,Alohomora,11_aiknf
2.437,m_y,0.21,Alohomora,11_aiknf
2.487,m_y,0.2,Alohomora,11_aiknf
2.538,m_y,0.13,Alohomora,11_aiknf
2.589,m_y,0.1,Alohomora,11_aiknf
2.64,m_y,0.06,Alohomora,11_aiknf
2.692,m_y,0.02,Alohomora,11_aiknf
2.742,m_y,0.2,Alohomora,11_aiknf
2.793,m_y,0.22,Alohomora,11_aiknf
2.843,m_y,0.09,Alohomora,11_aiknf
2.894,m_y,0.11,Alohomora,11_aiknf
2.946,m_y,0.19,Alohomora,11_aiknf
2.997,m_y,0.17,Alohomora,11_aiknf
3.048,m_y,0.19,Alohomora,11_aiknf
0.051,m_z,-0.16,Alohomora,11_aiknf
0.103,m_z,-0.07,Alohomora,11_aiknf
0.152,m_z,-0.19,Alohomora,11_aiknf
0.202,m_z,-0.2,Alohomora,11_aiknf
0.253,m_z,-0.27,Alohomora,11_aiknf
0.304,m_z,-0.29,Alohomora,11_aiknf
0.355,m_z,0.11,Alohomora,11_aiknf
0.405,m_z,1.09,Alohomora,11_aiknf
0.455,m_z,3.54,Alohomora,11_aiknf
0.505,m_z,6.08,Alohomora,11_aiknf
0.557,m_z,5.37,Alohomora,11_aiknf
0.607,m_z,2.56,Alohomora,11_aiknf
0.658,m_z,1.01,Alohomora,11_aiknf
0.709,m_z,-4.52,Alohomora,11_aiknf
0.761,m_z,-6.1,Alohomora,11_aiknf
0.812,m_z,-6.69,Alohomora,11_aiknf
0.862,m_z,-6.52,Alohomora,11_aiknf
0.913,m_z,-3.52,Alohomora,11_aiknf
0.963,m_z,-3.08,Alohomora,11_aiknf
1.014,m_z,-4.94,Alohomora,11_aiknf
1.065,m_z,-3.49,Alohomora,11_aiknf
1.115,m_z,-2.63,Alohomora,11_aiknf
1.166,m_z,-0.46,Alohomora,11_aiknf
1.217,m_z,0.52,Alohomora,11_aiknf
1.268,m_z,2.62,Alohomora,11_aiknf
1.319,m_z,4.96,Alohomora,11_aiknf
1.37,m_z,5.95,Alohomora,11_aiknf
1.42,m_z,7.8,Alohomora,11_aiknf
1.47,m_z,9.69,Alohomora,11_aiknf
1.522,m_z,12.12,Alohomora,11_aiknf
1.572,m_z,10.72,Alohomora,11_aiknf
1.621,m_z,-2.88,Alohomora,11_aiknf
1.673,m_z,-20.78,Alohomora,11_aiknf
1.723,m_z,-12.94,Alohomora,11_aiknf
1.776,m_z,-6.72,Alohomora,11_aiknf
1.827,m_z,0.13,Alohomora,11_aiknf
1.877,m_z,1.44,Alohomora,11_aiknf
1.928,m_z,1.74,Alohomora,11_aiknf
1.978,m_z,0.65,Alohomora,11_aiknf
2.028,m_z,0.2,Alohomora,11_aiknf
2.08,m_z,-0.66,Alohomora,11_aiknf
2.131,m_z,-0.38,Alohomora,11_aiknf
2.181,m_z,-0.25,Alohomora,11_aiknf
2.232,m_z,-0.04,Alohomora,11_aiknf
2.283,m_z,0.27,Alohomora,11_aiknf
2.335,m_z,0.2,Alohomora,11_aiknf
2.386,m_z,0.03,Alohomora,11_aiknf
2.437,m_z,-0.06,Alohomora,11_aiknf
2.487,m_z,-0.05,Alohomora,11_aiknf
2.538,m_z,-0.17,Alohomora,11_aiknf
2.589,m_z,-0.17,Alohomora,11_aiknf
2.64,m_z,-0.1,Alohomora,11_aiknf
2.692,m_z,-0.04,Alohomora,11_aiknf
2.742,m_z,0.21,Alohomora,11_aiknf
2.793,m_z,0,Alohomora,11_aiknf
2.843,m_z,0.04,Alohomora,11_aiknf
2.894,m_z,0.07,Alohomora,11_aiknf
2.946,m_z,-0.15,Alohomora,11_aiknf
2.997,m_z,-0.1,Alohomora,11_aiknf
3.048,m_z,-0.12,Alohomora,11_aiknf
0.051,m_x,-0.04,Alohomora,12_aiknf
0.101,m_x,-0.07,Alohomora,12_aiknf
0.152,m_x,-0.29,Alohomora,12_aiknf
0.202,m_x,-0.75,Alohomora,12_aiknf
0.253,m_x,-0.98,Alohomora,12_aiknf
0.304,m_x,-1.53,Alohomora,12_aiknf
0.354,m_x,-1.86,Alohomora,12_aiknf
0.405,m_x,-1.12,Alohomora,12_aiknf
0.456,m_x,0.42,Alohomora,12_aiknf
0.506,m_x,1.65,Alohomora,12_aiknf
0.557,m_x,3.4,Alohomora,12_aiknf
0.607,m_x,4.84,Alohomora,12_aiknf
0.659,m_x,4.5,Alohomora,12_aiknf
0.711,m_x,3.42,Alohomora,12_aiknf
0.762,m_x,1.06,Alohomora,12_aiknf
0.812,m_x,-0.49,Alohomora,12_aiknf
0.863,m_x,-1.35,Alohomora,12_aiknf
0.913,m_x,-4.1,Alohomora,12_aiknf
0.965,m_x,-4.29,Alohomora,12_aiknf
1.016,m_x,-4.84,Alohomora,12_aiknf
1.067,m_x,-4.07,Alohomora,12_aiknf
